Fund Name,Dist (inc) / Accum,Main Currency,CUSIP,ISIN,Fund Family,Share,Net Expense Ratio,Morningstar Category,Asset Class,Sub Asset Class,Investment Area,Morningstar Rating overall,% Equity  USA ,% USA FI,Upload Date
PictetJapanese Equity OpportunitiesHP USD,Acc,US Dollar,L7597H244,LU0936264273,PICTET (ONLY FOR ADVISORY ACCTS),HP USD,1.63,EAA Fund Other Equity,Equity,Japan Equity,Japan,,0,,9/4/2020
PictetJapanese Equity OpportunitiesHR USD,Acc,US Dollar,L7597H251,LU0936263978,PICTET (ONLY FOR ADVISORY ACCTS),HR USD,2.13,EAA Fund Other Equity,Equity,Japan Equity,Japan,,0,,9/4/2020
PictetJapanese Equity SelectionHI USD,Acc,US Dollar,L7597H236,LU0895858214,PICTET (ONLY FOR ADVISORY ACCTS),HI USD,0.96,EAA Fund Other Equity,Equity,Japan Equity,Japan,,0,,9/4/2020
PictetPremium BrandsHP USD,Acc,US Dollar,L7599N256,LU0552610593,PICTET (ONLY FOR ADVISORY ACCTS),HP USD,2.05,EAA Fund Other Equity,Equity,Consumer Goods & Services Sector Equity,Global,,47.159,,9/4/2020
PictetPremium BrandsHR USD,Acc,US Dollar,L7599N249,LU0552611484,PICTET (ONLY FOR ADVISORY ACCTS),HR USD,2.75,EAA Fund Other Equity,Equity,Consumer Goods & Services Sector Equity,Global,,47.159,,9/4/2020
PictetRoboticsHI EUR,Acc,Euro,L7601X789,LU1279334723,PICTET (ONLY FOR ADVISORY ACCTS),HI EUR,1.24,EAA Fund Other Equity,Equity,Technology Sector Equity,Global,,64.07576,,9/4/2020
PictetRoboticsHP EUR,Acc,Euro,L7601X805,LU1279334996,PICTET (ONLY FOR ADVISORY ACCTS),HP EUR,2.04,EAA Fund Other Equity,Equity,Technology Sector Equity,Global,,64.07576,,9/4/2020
PictetRoboticsHR EUR,Acc,Euro,L7601X706,LU1279335027,PICTET (ONLY FOR ADVISORY ACCTS),HR EUR,2.74,EAA Fund Other Equity,Equity,Technology Sector Equity,Global,,64.07576,,9/4/2020
PictetSecurityHI EUR,Acc,Euro,L757A5570,LU0474968293,PICTET (ONLY FOR ADVISORY ACCTS),HI EUR,1.25,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,83.14378,,9/4/2020
PictetSmartCityHP dy USD,Inc,US Dollar,L7601X110,LU1116037661,PICTET (ONLY FOR ADVISORY ACCTS),HP dy USD,2.03,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,55.26838,,9/4/2020
PictetTimberHP EUR,Acc,Euro,L757A2841,LU0372507243,PICTET (ONLY FOR ADVISORY ACCTS),HP EUR,2.06,EAA Fund Other Equity,Equity,Natural Resources Sector Equity,Global,,43.85936,,9/4/2020
PictetTimberHR EUR,Acc,Euro,L757A3724,LU0434580436,PICTET (ONLY FOR ADVISORY ACCTS),HR EUR,2.76,EAA Fund Other Equity,Equity,Natural Resources Sector Equity,Global,,43.85936,,9/4/2020
PictetWaterHP USD,Acc,US Dollar,L757A2874,LU0385405567,PICTET (ONLY FOR ADVISORY ACCTS),HP USD,2.04,EAA Fund Other Equity,Equity,Equity Miscellaneous,Global,,57.84016,,9/4/2020
PictetWaterHR USD,Acc,US Dollar,L757A2882,LU0385405997,PICTET (ONLY FOR ADVISORY ACCTS),HR USD,2.74,EAA Fund Other Equity,Equity,Equity Miscellaneous,Global,,57.84016,,9/4/2020
StocksPLUSTM Fund,Inc,Euro,G70974277,IE00B0V9T318,PIMCO,Institutional EUR (Hedged),0.55,EAA Fund Other Equity,Equity,US Equity Large Cap Blend,United States of America,,69.11118,11.47998,9/4/2020
Polen Capital Focus U.S. Growth Fund,Acc,"United Kingdom, Pounds",G7154L147,IE00B7WMPB80,Polen Capital Investment Funds plc,I  GBP,,EAA Fund Other Equity,Equity,US Equity Large Cap Growth,United States of America,,95.06365,,9/4/2020
Polen Capital Focus U.S. Growth Fund,Acc,Euro,G7154L121,IE00B99L8M46,Polen Capital Investment Funds plc,I  EUR,,EAA Fund Other Equity,Equity,US Equity Large Cap Growth,United States of America,,95.06365,,9/4/2020
Robeco BP Global Premium Equities Fund DH  (EUR)    ,Acc,Euro,L79854656,LU1549401203,ROBECO,D (USD)    ,1.42,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,,,9/4/2020
Robeco BP Global Premium Equities Fund  DH (USD)   ,Acc,US Dollar,L79854144,LU1260070781,ROBECO,M (USD)    ,1.42,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,,,9/4/2020
Robeco BP US Premium Equities Fund  DH (EUR)     ,Acc,Euro,L7985G832,LU0320896664,ROBECO,H (USD)    ,1.66,EAA Fund Other Equity,Equity,US Equity Large Cap Value,United States of America,,89.32451,,9/4/2020
Robeco Global Consumer Trends Equity Funds  DH (USD)   ,Acc,US Dollar,L7S83N382,LU1208677507,ROBECO,,1.7,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,,,9/4/2020
Robeco Global Consumer Trends Fund  IH (USD)   ,Acc,US Dollar,L7S83N473,LU1233758660,ROBECO,,0.96,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,,,9/4/2020
Robeco QI European Conservative Equities Fund  D2H (USD)  ,Acc,US Dollar,L7984F538,LU1440724729,ROBECO,,1.7,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,0.23573,,9/4/2020
Robeco QI European Conservative Equities Fund  DH (USD)  ,Acc,US Dollar,L7S83N507,LU1233759049,ROBECO,,1.2,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,0.23573,,9/4/2020
Robeco QI European Conservative Equities Fund  IH (USD)  ,Acc,US Dollar,L7984F405,LU1218876149,ROBECO,,0.7,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,0.23573,,9/4/2020
Robeco QI European Conservative Equities Fund  MH (USD)  ,Acc,US Dollar,L7S83N515,LU1233759122,ROBECO,,1.68,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,0.23573,,9/4/2020
Robeco QI US Conservative Equities Fund  DH (USD)  ,Acc,US Dollar,L7984F488,LU1439788859,ROBECO,,0.55,EAA Fund Other Equity,Equity,US Equity Large Cap Blend,United States of America,,86.98974,,9/4/2020
Robeco QI US Conservative Equities Fund  MH (USD)  ,Acc,US Dollar,L7984F496,LU1439788776,ROBECO,,1.11,EAA Fund Other Equity,Equity,US Equity Large Cap Blend,United States of America,,86.98974,,9/4/2020
Emerging Markets,Acc,Australian Dollar,L8146N104,LU0491680715,Schroders,A Acc AUDhdg,1.88,EAA Fund Other Equity,Equity,Global Emerging Markets Equity,Global Emerging Mkts,,0.75253,,9/4/2020
EURO Equity,Acc,US Dollar,L81477496,LU0999521056,Schroders,A Acc USDhdg,1.85,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Euroland,,0,,9/4/2020
EURO Equity,Acc,US Dollar,L81477512,LU0999521130,Schroders,C (inst) Acc USDhdg,1.05,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Euroland,,0,,9/4/2020
European Dividend Maximiser,Inc,US Dollar,L8T46Q271,LU1046234339,Schroders,A Dis USDhdg,1.87,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,0,,9/4/2020
European Equity Yield,Acc,US Dollar,L8145X657,LU1031140806,Schroders,A1 Acc USDhdg,2.39,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,0,,9/4/2020
European Equity Yield,Inc,US Dollar,L8145X665,LU1031140988,Schroders,A1 Dis USDhdg,2.39,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,0,,9/4/2020
European Opportunities,Acc,US Dollar,L81464791,LU1069923800,Schroders,A1 Acc USDhdg,2.36,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,2.60818,,9/4/2020
European Smaller Companies,Acc,US Dollar,L8T46Q495,LU1057657626,Schroders,A Acc USDhdg,1.87,EAA Fund Other Equity,Equity,Europe Equity Mid/Small Cap,Europe,,2.91802,,9/4/2020
Global Dividend Maximiser (cont),Acc,Euro,L81478106,LU0867894346,Schroders,A Acc EURhdg,1.86,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,14.91347,,9/4/2020
Global Dividend Maximiser (cont),Inc,Australian Dollar,L81463751,LU1046234412,Schroders,A Dis AUDhdg,1.86,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,14.91347,,9/4/2020
Global Dividend Maximiser (cont),Inc,Euro,L8146P190,LU0671501129,Schroders,A Dis EURhdg,1.86,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,14.91347,,9/4/2020
Global Equity,Acc,Australian Dollar,L81461375,LU0491681010,Schroders,A Acc AUDhdg,1.63,EAA Fund Other Equity,Equity,Global Equity Large Cap,Global,,56.15826,,9/4/2020
Japanese Equity,Acc,US Dollar,L8146T374,LU0903425923,Schroders,A Acc USDhdg,1.6,EAA Fund Other Equity,Equity,Japan Equity,Japan,,0,,9/4/2020
Japanese Equity,Acc,US Dollar,L8146T408,LU0911023827,Schroders,A1 Acc USDhdg,2.35,EAA Fund Other Equity,Equity,Japan Equity,Japan,,0,,9/4/2020
Japanese Equity,Acc,US Dollar,L8146T382,LU0903426061,Schroders,C (inst) Acc USDhdg,1.08,EAA Fund Other Equity,Equity,Japan Equity,Japan,,0,,9/4/2020
Japanese Opportunities,Acc,US Dollar,L81477207,LU0943300680,Schroders,A Acc USDhdg,1.86,EAA Fund Other Equity,Equity,Japan Equity,Japan,,0,,9/4/2020
Japanese Opportunities,Acc,US Dollar,L81477306,LU0943300847,Schroders,A1 Acc USDhdg,2.36,EAA Fund Other Equity,Equity,Japan Equity,Japan,,0,,9/4/2020
Japanese Opportunities,Acc,US Dollar,L81477405,LU0943301068,Schroders,C (inst) Acc USDhdg,1.31,EAA Fund Other Equity,Equity,Japan Equity,Japan,,0,,9/4/2020
UK Equity,Acc,US Dollar,L81477561,LU1015430645,Schroders,A Acc USDhdg,1.6,EAA Fund Other Equity,Equity,UK Equity Large Cap,United Kingdom,,0,,9/4/2020
US Large Cap,Acc,Euro,L8146F853,LU0271484411,Schroders,B (alt C) Acc EURhdg,2.2,EAA Fund Other Equity,Equity,US Equity Large Cap Blend,United States of America,,96.152,,9/4/2020
Wellington Strategic European Equity Fund,Acc,US Dollar,,IE00B8FRY103,Wellington Management Funds,D,1.85,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,,,9/4/2020
Wellington Strategic European Equity Fund,Acc,US Dollar,,IE00BJVD4M08,Wellington Management Funds,N,1.1,EAA Fund Other Equity,Equity,Europe Equity Large Cap,Europe,,,,9/4/2020
AXA ROSENBERG PACIFIC EXJAPAN EQUITY ALPHA FUND ,Acc,US Dollar,G0690A 253,IE0004314401,AXA FUNDS,B,1.49,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,2,,,9/4/2020
iShares Pacific ex Japan Equity Index Fund (LU),Acc,US Dollar,L1050J367,LU0836512961,Blackrock,Class A2,0.539,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,2,0.6001,,9/4/2020
EMERISE PACIFIC RIM EQUITY FUND ,Acc,US Dollar,L6652D130,LU0103015565,Natixis  Loomis Sayles,R/A (USD),1.8,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,2,,,9/4/2020
EMERISE PACIFIC RIM EQUITY FUND ,Acc,US Dollar,L6652G364,LU0477144868,Natixis  Loomis Sayles,RE/A (USD),2.4,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,,,,9/4/2020
EMERISE PACIFIC RIM EQUITY FUND ,Acc,US Dollar,L6652D361,LU0389334268,Natixis  Loomis Sayles,C/A (USD),2.2,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,,,,9/4/2020
EMERISE PACIFIC RIM EQUITY FUND ,Acc,US Dollar,L6652F283,LU0103015219,Natixis  Loomis Sayles,I/A (USD),1.2,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,2,,,9/4/2020
PictetPacific Ex Japan IndexI USD,Acc,US Dollar,L7598T577,LU0188804743,PICTET (ONLY FOR ADVISORY ACCTS),I USD,0.29,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,4,0.5969,,9/4/2020
PictetPacific Ex Japan IndexIS USD,Acc,US Dollar,L7579Y876,LU0328685093,PICTET (ONLY FOR ADVISORY ACCTS),IS USD,0.29,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,4,0.5969,,9/4/2020
PictetPacific Ex Japan IndexP dy USD,Inc,US Dollar,L7598T635,LU0208606185,PICTET (ONLY FOR ADVISORY ACCTS),P dy USD,0.44,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,3,0.5969,,9/4/2020
PictetPacific Ex Japan IndexP USD,Acc,US Dollar,L7598T510,LU0148538712,PICTET (ONLY FOR ADVISORY ACCTS),P USD,0.44,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,3,0.5969,,9/4/2020
PictetPacific Ex Japan IndexR USD,Acc,US Dollar,L7598T502,LU0148539108,PICTET (ONLY FOR ADVISORY ACCTS),R USD,0.74,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,3,0.5969,,9/4/2020
Vanguard Pacific ExJapan Stock Index Fund Institutional USD Shares,Acc,US Dollar,G9318R630,IE0007218849,Vanguard Mutual Funds,I,0.28,EAA Fund Pacific exJapan Equity,Equity,Asia exJapan Equity,Asia Pacific ex Japan,4,0.60899,,9/4/2020
Aberdeen Standard SICAV I Asian Property Share Fund,Acc,US Dollar,L0020J820,LU0396313180,Aberdeen Standard,A Acc USD,1.79,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,1,0,0,9/4/2020
Aberdeen Standard SICAV I Asian Property Share Fund,Acc,US Dollar,L0020J762,LU0396314071,Aberdeen Standard,I Acc USD,1,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,2,0,0,9/4/2020
AsiaPacific Property Equities Fund Class A2  Acc ,Acc,US Dollar,L4732K372,LU0229494975,Janus Henderson Horizon & Gartmore,A2 ,1.92,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,3,0,,9/4/2020
AsiaPacific Property Equities Fund Class A3  Dis ,Inc,US Dollar,L4732K307,LU0229494629,Janus Henderson Horizon & Gartmore,A3 ,1.92,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,3,0,,9/4/2020
AsiaPacific Property Equities Fund Class X2  Acc ,Acc,US Dollar,L4735P105,LU0247698441,Janus Henderson Horizon & Gartmore,X2 ,2.52,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,3,0,,9/4/2020
Asian Property Fund,Inc,US Dollar,L65171230,LU0239678633,Morgan Stanley,IX,0.94,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,2,0,,9/4/2020
Asian Property Fund,Acc,US Dollar,L65235563,LU0078112413,Morgan Stanley,A,1.64,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,2,0,,9/4/2020
Asian Property Fund,Acc,US Dollar,L65235589,LU0078113064,Morgan Stanley,I,0.94,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,2,0,,9/4/2020
Asian Property Fund,Acc,US Dollar,L6523F405,LU0360481310,Morgan Stanley,Z,0.9,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,3,0,,9/4/2020
Asian Cities,Acc,US Dollar,L81462712,LU0269906532,Schroders,A1 Acc USD,2.37,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,3,0,,9/4/2020
Asian Cities,Acc,US Dollar,L81462647,LU0269906029,Schroders,B (alt C) Acc USD,2.47,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,3,0,,9/4/2020
Asian Cities,Acc,US Dollar,L81462738,LU0269906375,Schroders,C (inst) Acc USD,1.32,EAA Fund Property  Indirect Asia,Equity,Real Estate Sector Equity,Asia Pacific,4,0,,9/4/2020
Pan European Property Equities Fund Class A2 Acc,Acc,Euro,L4734F124,LU0088927925,Janus Henderson Horizon & Gartmore,A2 ,1.89,EAA Fund Property  Indirect Europe,Equity,Real Estate Sector Equity,Europe,5,0,,9/4/2020
Pan European Property Equities Fund Class A3 Dis ,Inc,Euro,L4732J409,LU0209156925,Janus Henderson Horizon & Gartmore,A3 ,1.89,EAA Fund Property  Indirect Europe,Equity,Real Estate Sector Equity,Europe,5,0,,9/4/2020
European Property Fund,Acc,Euro,L65235597,LU0078113650,Morgan Stanley,A,1.64,EAA Fund Property  Indirect Europe,Equity,Real Estate Sector Equity,Europe,1,0,,9/4/2020
European Property Fund,Acc,Euro,L65235613,LU0078115192,Morgan Stanley,I,0.94,EAA Fund Property  Indirect Europe,Equity,Real Estate Sector Equity,Europe,2,0,,9/4/2020
European Property Fund,Acc,Euro,L6523F348,LU0360481740,Morgan Stanley,Z,0.9,EAA Fund Property  Indirect Europe,Equity,Real Estate Sector Equity,Europe,2,0,,9/4/2020
GLOBAL REAL ESTATE SECURITIES ,Acc,US Dollar,L00216108,LU0074935502,Alliance Bernstein, A,2,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,53.96709,,9/4/2020
GLOBAL REAL ESTATE SECURITIES ,Inc,US Dollar,L0173W438,LU0965505455,Alliance Bernstein, AD,2,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,53.96709,,9/4/2020
GLOBAL REAL ESTATE SECURITIES ,Acc,US Dollar,L00216116,LU0074935841,Alliance Bernstein, B,3,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,53.96709,,9/4/2020
GLOBAL REAL ESTATE SECURITIES ,Acc,US Dollar,L5529E404,LU0497119726,Alliance Bernstein, C,2.45,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,53.96709,,9/4/2020
GLOBAL REAL ESTATE SECURITIES ,Acc,US Dollar,L00216124,LU0076846061,Alliance Bernstein, I,1.2,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,4,53.96709,,9/4/2020
GLOBAL REAL ESTATE SECURITIES ,Inc,US Dollar,L5529V174,LU1278600413,Alliance Bernstein,ID,1.2,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,53.96709,,9/4/2020
BGF World Real Estate Securities Fund,Acc,US Dollar,L104AG761,LU0842063009,Blackrock,Class A2,1.823,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,54.04113,,9/4/2020
Franklin Global Real Estate Fund,Acc,US Dollar,L4058U723,LU0229948087,Franklin Templeton,A(acc)USD,1.86,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,55.27798,,9/4/2020
Franklin Global Real Estate Fund,Inc,US Dollar,L4058U715,LU0229948244,Franklin Templeton,A(Qdis)USD,1.86,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,55.27798,,9/4/2020
Franklin Global Real Estate Fund,Inc,US Dollar,L4058U731,LU0229948673,Franklin Templeton,B(Qdis)USD,3.17,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,2,55.27798,,9/4/2020
Franklin Global Real Estate Fund,Inc,US Dollar,L4058U707,LU0229949648,Franklin Templeton,C(Qdis)USD,2.44,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,55.27798,,9/4/2020
Franklin Global Real Estate Fund,Acc,US Dollar,L4058U673,LU0229949309,Franklin Templeton,C(Qdis)USD,0.98,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,4,55.27798,,9/4/2020
Franklin Global Real Estate Fund,Acc,US Dollar,L40592120,LU0229948756,Franklin Templeton,N(acc)USD,2.61,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,2,55.27798,,9/4/2020
Invesco Global Income Real Estate Securities Fund ,Acc,US Dollar,L5444H 136,LU0367025755,Invesco,A,1.68,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,23.48248,20.82648,9/4/2020
Invesco Global Income Real Estate Securities Fund ,Inc,US Dollar,L54443 327,LU1297943133,Invesco,A,1.68,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,23.48248,20.82648,9/4/2020
Invesco Global Income Real Estate Securities Fund ,Inc,US Dollar,L5444H 128,LU0367025839,Invesco,A,1.68,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,23.48248,20.82648,9/4/2020
Invesco Global Income Real Estate Securities Fund ,Acc,US Dollar,L5444H 144,LU0367025912,Invesco,C,1.13,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,23.48248,20.82648,9/4/2020
Invesco Global Real Estate Securities Fund,Inc,US Dollar,,LU1775977595,Invesco,A,,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,54.88233,,9/4/2020
Invesco Global Real Estate Securities Fund,Acc,US Dollar,,LU1775978056,Invesco,C,,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,54.88233,,9/4/2020
Global Property Equities Fund  Class A2 Acc USD,Acc,US Dollar,L4732K356,LU0209137388,Janus Henderson Horizon & Gartmore,A2 ,1.88,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,5,53.50755,,9/4/2020
Global Property Equities Fund  Class A3 Dis USD,Inc,US Dollar,L4732K323,LU0209137206,Janus Henderson Horizon & Gartmore,A3 ,1.88,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,5,53.50755,,9/4/2020
Global Property Equities Fund  Class F2 Acc USD,Acc,US Dollar,L4732P355,LU1508302814,Janus Henderson Horizon & Gartmore,F2 ,1.44,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,,53.50755,,9/4/2020
Global Property Equities Fund  Class X2 Acc USD,Acc,US Dollar,L4735P113,LU0247699092,Janus Henderson Horizon & Gartmore,X2 ,2.48,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,4,53.50755,,9/4/2020
Global Real Estate Fund  A$acc,Acc,US Dollar,G50109811,IE0033534557,Janus Henderson Horizon & Gartmore,A,2.34,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,5,49.66827,,9/4/2020
Global Real Estate Fund  A$inc,Inc,US Dollar,G50109803,IE0033534441,Janus Henderson Horizon & Gartmore,A,2.33,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,5,49.66827,,9/4/2020
Global Real Estate Fund  I$inc,Inc,US Dollar,G50109860,IE0033534888,Janus Henderson Horizon & Gartmore,I,1.25,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,5,49.66827,,9/4/2020
JPM Global Real Estate Securities (USD) A (acc)  USD,Acc,US Dollar,L57832708,LU0258923563,JP Morgan Asset Management,A,1.8,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,53.11875,0.0019,9/4/2020
JPM Global Real Estate Securities (USD) C (acc)  USD,Acc,US Dollar,L57832732,LU0258925188,JP Morgan Asset Management,C,0.8,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,53.11875,0.0019,9/4/2020
JPM Global Real Estate Securities (USD) D (acc)  USD,Acc,US Dollar,L57832716,LU0258925428,JP Morgan Asset Management,D,2.55,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,2,53.11875,0.0019,9/4/2020
Global Property Fund,Acc,US Dollar,L65225796,LU0266114668,Morgan Stanley,I,1.04,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,2,30.44316,,9/4/2020
Global Property Fund,Inc,US Dollar,L65225804,LU0266115475,Morgan Stanley,IX,1.04,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,2,30.44316,,9/4/2020
Global Property Fund,Acc,US Dollar,L65225812,LU0266114312,Morgan Stanley,A,1.74,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,2,30.44316,,9/4/2020
Global Property Fund,Acc,US Dollar,L65227339,LU0360485493,Morgan Stanley,Z,1,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,2,30.44316,,9/4/2020
Global Property Fund,Acc,US Dollar,L65230283,LU0362497223,Morgan Stanley,C,2.54,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,1,30.44316,,9/4/2020
NEUBERGER BERMAN GLOBAL REAL ESTATE SECURITIES FUND CLASS I (ACC) (USD) (OFFSHORE) ,Acc,US Dollar,G6S31K108,IE00BSPPW875,NEUBERGER BERMAN OFFSHORE,S,1.47,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,4,52.50927,,9/4/2020
NN (L) Global Real Estate  I Cap USD,Acc,US Dollar,L51227103,LU0332194827,NN/ Voya,I,0.81,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,52.42237,,9/4/2020
NN (L) Global Real Estate  P Cap USD,Acc,US Dollar,L5121X800,LU0250181095,NN/ Voya,P,1.8,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,2,52.42237,,9/4/2020
PGIF Global Property Securities Fund A Class Accumulation,Acc,US Dollar,G7244T 324,IE00B62KPK41,Principal ,A,1.87,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,,54.02159,,9/4/2020
PGIF Global Property Securities Fund D Class Accumulation,Acc,US Dollar,G7244T 233,IE00B45YFT81,Principal ,D,,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,,54.02159,,9/4/2020
PGIF Global Property Securities Fund F Class Accumulation,Acc,US Dollar,G7244T 258,IE00B48H0774,Principal ,F,2.17,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,4,54.02159,,9/4/2020
PGIF Global Property Securities Fund I Class Accumulation,Acc,US Dollar,G7244T 217,IE00B62LQD71 ,Principal ,I,0.91,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,5,54.02159,,9/4/2020
Robeco Property Equities Fund  D (USD)    ,Acc,US Dollar,L7984F371,LU0594694951,ROBECO,,1.66,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,,,9/4/2020
Robeco Property Equities Fund  I (USD)    ,Acc,US Dollar,L7984F363,LU1124238269,ROBECO,,0.92,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,4,,,9/4/2020
Robeco Property Equities Fund  M (USD)     ,Acc,US Dollar,L7985G782,LU0699433222,ROBECO,,2.18,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,,,9/4/2020
Global Cities ,Acc,US Dollar,L8146F135,LU0224508837,Schroders,A1 Acc USD,2.36,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,55.35198,,9/4/2020
Global Cities ,Acc,US Dollar,L8146F176,LU0224508324,Schroders,A Acc USD,1.87,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,4,55.35198,,9/4/2020
Global Cities ,Acc,US Dollar,L8146F150,LU0224508597,Schroders,B (alt C) Acc USD,2.47,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,3,55.35198,,9/4/2020
Global Cities ,Acc,US Dollar,L8146F168,LU0224508670,Schroders,C (inst) Acc USD,1.32,EAA Fund Property  Indirect Global,Equity,Real Estate Sector Equity,Global,4,55.35198,,9/4/2020
